Transaction,Item,date_time,period_day,weekday_weekend
2996,Medialuna,12/11/2016 12:00,afternoon,weekend
2996,Bread,12/11/2016 12:00,afternoon,weekend
2997,Smoothies,12/11/2016 12:06,afternoon,weekend
2998,Coffee,12/11/2016 12:07,afternoon,weekend
3000,Medialuna,12/11/2016 12:45,afternoon,weekend
3000,Coffee,12/11/2016 12:45,afternoon,weekend
3001,Mineral water,12/11/2016 12:47,afternoon,weekend
3002,Bread,12/11/2016 12:59,afternoon,weekend
3002,Mineral water,12/11/2016 12:59,afternoon,weekend
3002,Hot chocolate,12/11/2016 12:59,afternoon,weekend
3003,Sandwich,12/11/2016 13:02,afternoon,weekend
3003,Tea,12/11/2016 13:02,afternoon,weekend
3004,Coffee,12/11/2016 13:05,afternoon,weekend
3004,Cookies,12/11/2016 13:05,afternoon,weekend
3005,Alfajores,12/11/2016 13:08,afternoon,weekend
3005,Alfajores,12/11/2016 13:08,afternoon,weekend
3006,Vegan mincepie,12/11/2016 13:33,afternoon,weekend
3006,Bread,12/11/2016 13:33,afternoon,weekend
3006,Coffee,12/11/2016 13:33,afternoon,weekend
3007,Coffee,12/11/2016 13:34,afternoon,weekend
3008,Medialuna,12/11/2016 13:42,afternoon,weekend
3009,Coffee,12/11/2016 13:43,afternoon,weekend
3009,Frittata,12/11/2016 13:43,afternoon,weekend
3009,Toast,12/11/2016 13:43,afternoon,weekend
3010,Coffee,12/11/2016 13:51,afternoon,weekend
3010,Hot chocolate,12/11/2016 13:51,afternoon,weekend
3010,Muffin,12/11/2016 13:51,afternoon,weekend
3011,Coffee,12/11/2016 13:54,afternoon,weekend
3011,Scandinavian,12/11/2016 13:54,afternoon,weekend
3013,Bakewell,12/11/2016 14:21,afternoon,weekend
3013,Tea,12/11/2016 14:21,afternoon,weekend
3015,Coffee,12/11/2016 14:29,afternoon,weekend
3017,Frittata,12/11/2016 14:32,afternoon,weekend
3017,Coffee,12/11/2016 14:32,afternoon,weekend
3018,Scandinavian,12/11/2016 15:04,afternoon,weekend
3019,Coffee,12/11/2016 15:16,afternoon,weekend
3019,Coffee,12/11/2016 15:16,afternoon,weekend
3020,Coffee,12/11/2016 15:26,afternoon,weekend
3020,Tea,12/11/2016 15:26,afternoon,weekend
3021,Scandinavian,12/11/2016 15:27,afternoon,weekend
3022,Bread,12/11/2016 15:48,afternoon,weekend
3023,Tea,12/12/2016 8:51,morning,weekday
3024,Bread,12/12/2016 8:52,morning,weekday
3025,Bread,12/12/2016 8:54,morning,weekday
3025,Medialuna,12/12/2016 8:54,morning,weekday
3026,Pastry,12/12/2016 8:58,morning,weekday
3026,Toast,12/12/2016 8:58,morning,weekday
3026,Coffee,12/12/2016 8:58,morning,weekday
3027,Coffee,12/12/2016 9:02,morning,weekday
3027,Pastry,12/12/2016 9:02,morning,weekday
3028,Tea,12/12/2016 9:13,morning,weekday
3029,Coffee,12/12/2016 9:28,morning,weekday
3029,Toast,12/12/2016 9:28,morning,weekday
3030,Coffee,12/12/2016 10:00,morning,weekday
3031,Jam,12/12/2016 10:09,morning,weekday
3031,Coffee,12/12/2016 10:09,morning,weekday
3031,Hot chocolate,12/12/2016 10:09,morning,weekday
3031,Toast,12/12/2016 10:09,morning,weekday
3032,Coffee,12/12/2016 10:16,morning,weekday
3032,Sandwich,12/12/2016 10:16,morning,weekday
3033,Bread,12/12/2016 10:36,morning,weekday
3033,Tea,12/12/2016 10:36,morning,weekday
3033,Bakewell,12/12/2016 10:36,morning,weekday
3033,Alfajores,12/12/2016 10:36,morning,weekday
3034,Bread,12/12/2016 10:38,morning,weekday
3034,Coffee,12/12/2016 10:38,morning,weekday
3034,Cake,12/12/2016 10:38,morning,weekday
3035,Bread,12/12/2016 11:14,morning,weekday
3036,Bread,12/12/2016 11:23,morning,weekday
3037,Coffee,12/12/2016 11:29,morning,weekday
3037,Coffee,12/12/2016 11:29,morning,weekday
3037,Bakewell,12/12/2016 11:29,morning,weekday
3037,Cake,12/12/2016 11:29,morning,weekday
3038,Bread,12/12/2016 11:30,morning,weekday
3039,Coffee,12/12/2016 11:31,morning,weekday
3039,Medialuna,12/12/2016 11:31,morning,weekday
3040,Bread,12/12/2016 11:54,morning,weekday
3041,Bread,12/12/2016 11:57,morning,weekday
3041,Vegan mincepie,12/12/2016 11:57,morning,weekday
3042,Coffee,12/12/2016 12:17,afternoon,weekday
3042,Bread,12/12/2016 12:17,afternoon,weekday
3042,Vegan mincepie,12/12/2016 12:17,afternoon,weekday
3042,Cake,12/12/2016 12:17,afternoon,weekday
3043,Bread,12/12/2016 12:22,afternoon,weekday
3044,Sandwich,12/12/2016 12:23,afternoon,weekday
3045,Pastry,12/12/2016 12:35,afternoon,weekday
3045,Bread,12/12/2016 12:35,afternoon,weekday
3046,Cake,12/12/2016 12:55,afternoon,weekday
3046,Vegan mincepie,12/12/2016 12:55,afternoon,weekday
3046,Coffee,12/12/2016 12:55,afternoon,weekday
3046,Coffee,12/12/2016 12:55,afternoon,weekday
3046,Mineral water,12/12/2016 12:55,afternoon,weekday
3046,Mineral water,12/12/2016 12:55,afternoon,weekday
3047,Jam,12/12/2016 12:59,afternoon,weekday
3048,Bread,12/12/2016 13:18,afternoon,weekday
3049,Frittata,12/12/2016 13:24,afternoon,weekday
3049,Coffee,12/12/2016 13:24,afternoon,weekday
3050,Coffee,12/12/2016 13:48,afternoon,weekday
3050,Coffee,12/12/2016 13:48,afternoon,weekday
3051,Bread,12/12/2016 13:55,afternoon,weekday
3052,Sandwich,12/12/2016 13:56,afternoon,weekday
3053,Sandwich,12/12/2016 13:59,afternoon,weekday
3053,Bread,12/12/2016 13:59,afternoon,weekday
3053,Truffles,12/12/2016 13:59,afternoon,weekday
3053,Coffee,12/12/2016 13:59,afternoon,weekday
3054,Tea,12/12/2016 14:02,afternoon,weekday
3054,Toast,12/12/2016 14:02,afternoon,weekday
3055,Coffee,12/12/2016 14:08,afternoon,weekday
3056,Cake,12/12/2016 14:09,afternoon,weekday
3058,Coffee,12/12/2016 14:12,afternoon,weekday
3058,Bread,12/12/2016 14:12,afternoon,weekday
3058,Bread,12/12/2016 14:12,afternoon,weekday
3058,Bread,12/12/2016 14:12,afternoon,weekday
3059,Fudge,12/12/2016 15:01,afternoon,weekday
3060,Jam,12/12/2016 15:09,afternoon,weekday
3060,Jam,12/12/2016 15:09,afternoon,weekday
3061,Bread,12/12/2016 15:19,afternoon,weekday
3062,Coffee,12/12/2016 15:33,afternoon,weekday
3063,Tea,12/12/2016 15:44,afternoon,weekday
3063,Bread,12/12/2016 15:44,afternoon,weekday
3063,Hot chocolate,12/12/2016 15:44,afternoon,weekday
3063,Vegan mincepie,12/12/2016 15:44,afternoon,weekday
3063,Bread,12/12/2016 15:44,afternoon,weekday
3064,Juice,12/12/2016 15:46,afternoon,weekday
3064,Cake,12/12/2016 15:46,afternoon,weekday
3064,Jammie Dodgers,12/12/2016 15:46,afternoon,weekday
3064,Bread,12/12/2016 15:46,afternoon,weekday
3065,Bread,12/12/2016 15:53,afternoon,weekday
3066,Vegan mincepie,12/12/2016 16:12,afternoon,weekday
3066,Tea,12/12/2016 16:12,afternoon,weekday
3067,Coffee,12/12/2016 16:24,afternoon,weekday
3067,Pastry,12/12/2016 16:24,afternoon,weekday
3068,Scandinavian,12/13/2016 8:33,morning,weekday
3068,Vegan mincepie,12/13/2016 8:33,morning,weekday
3069,Bread,12/13/2016 8:37,morning,weekday
3070,Coffee,12/13/2016 9:04,morning,weekday
3070,Fudge,12/13/2016 9:04,morning,weekday
3070,Jam,12/13/2016 9:04,morning,weekday
3070,Fudge,12/13/2016 9:04,morning,weekday
3070,Fudge,12/13/2016 9:04,morning,weekday
3071,Jam,12/13/2016 9:06,morning,weekday
3071,Coffee,12/13/2016 9:06,morning,weekday
3071,Coffee,12/13/2016 9:06,morning,weekday
3073,Coffee,12/13/2016 9:30,morning,weekday
3073,Coffee,12/13/2016 9:30,morning,weekday
3074,Coffee,12/13/2016 9:40,morning,weekday
3074,Cookies,12/13/2016 9:40,morning,weekday
3074,Pastry,12/13/2016 9:40,morning,weekday
3075,Medialuna,12/13/2016 9:42,morning,weekday
3075,Bread,12/13/2016 9:42,morning,weekday
3076,Coffee,12/13/2016 9:43,morning,weekday
3076,Art Tray,12/13/2016 9:43,morning,weekday
3077,Tea,12/13/2016 9:48,morning,weekday
3077,Tea,12/13/2016 9:48,morning,weekday
3077,Toast,12/13/2016 9:48,morning,weekday
3078,Coke,12/13/2016 9:49,morning,weekday
3079,Coffee,12/13/2016 10:10,morning,weekday
3079,Bread,12/13/2016 10:10,morning,weekday
3080,Bakewell,12/13/2016 10:14,morning,weekday
3080,Farm House,12/13/2016 10:14,morning,weekday
3081,Bread,12/13/2016 10:31,morning,weekday
3081,Tea,12/13/2016 10:31,morning,weekday
3081,Coffee,12/13/2016 10:31,morning,weekday
3081,Alfajores,12/13/2016 10:31,morning,weekday
3081,Hot chocolate,12/13/2016 10:31,morning,weekday
3082,Farm House,12/13/2016 10:33,morning,weekday
3083,Coffee,12/13/2016 10:53,morning,weekday
3083,Bread,12/13/2016 10:53,morning,weekday
3084,Coffee,12/13/2016 11:08,morning,weekday
3084,Toast,12/13/2016 11:08,morning,weekday
3084,Scandinavian,12/13/2016 11:08,morning,weekday
3085,Bread,12/13/2016 11:28,morning,weekday
3085,Vegan mincepie,12/13/2016 11:28,morning,weekday
3086,Bread,12/13/2016 11:31,morning,weekday
3087,Coffee,12/13/2016 11:32,morning,weekday
3088,Coffee,12/13/2016 11:35,morning,weekday
3088,Bread,12/13/2016 11:35,morning,weekday
3088,Alfajores,12/13/2016 11:35,morning,weekday
3089,Coffee,12/13/2016 12:15,afternoon,weekday
3090,Bread,12/13/2016 12:17,afternoon,weekday
3091,Medialuna,12/13/2016 12:32,afternoon,weekday
3092,Coffee,12/13/2016 12:49,afternoon,weekday
3093,Frittata,12/13/2016 13:11,afternoon,weekday
3093,Tea,12/13/2016 13:11,afternoon,weekday
3093,Coffee,12/13/2016 13:11,afternoon,weekday
3094,Tea,12/13/2016 13:36,afternoon,weekday
3095,Tea,12/13/2016 13:56,afternoon,weekday
3095,Bakewell,12/13/2016 13:56,afternoon,weekday
3096,Farm House,12/13/2016 13:58,afternoon,weekday
3097,Coffee,12/13/2016 14:32,afternoon,weekday
3097,Pastry,12/13/2016 14:32,afternoon,weekday
3097,Medialuna,12/13/2016 14:32,afternoon,weekday
3098,Coffee,12/13/2016 14:37,afternoon,weekday
3098,Coffee,12/13/2016 14:37,afternoon,weekday
3098,Sandwich,12/13/2016 14:37,afternoon,weekday
3099,Coffee,12/13/2016 14:51,afternoon,weekday
3099,Medialuna,12/13/2016 14:51,afternoon,weekday
3100,Coffee,12/13/2016 14:59,afternoon,weekday
3100,Pastry,12/13/2016 14:59,afternoon,weekday
3101,Muffin,12/13/2016 15:04,afternoon,weekday
3101,Bread,12/13/2016 15:04,afternoon,weekday
3101,Bread,12/13/2016 15:04,afternoon,weekday
3101,Coffee,12/13/2016 15:04,afternoon,weekday
3102,Coffee,12/13/2016 15:06,afternoon,weekday
3102,Bakewell,12/13/2016 15:06,afternoon,weekday
3103,Bread,12/13/2016 15:17,afternoon,weekday
3104,Coffee,12/13/2016 15:19,afternoon,weekday
3105,Bread,12/13/2016 15:22,afternoon,weekday
3106,Coffee,12/13/2016 15:40,afternoon,weekday
3106,Coffee,12/13/2016 15:40,afternoon,weekday
3106,Alfajores,12/13/2016 15:40,afternoon,weekday
3107,Bread,12/13/2016 16:07,afternoon,weekday
3107,Truffles,12/13/2016 16:07,afternoon,weekday
3107,Coffee,12/13/2016 16:07,afternoon,weekday
3107,Truffles,12/13/2016 16:07,afternoon,weekday
3107,Scandinavian,12/13/2016 16:07,afternoon,weekday
3108,Tea,12/13/2016 16:26,afternoon,weekday
3108,Cake,12/13/2016 16:26,afternoon,weekday
3109,Jam,12/13/2016 16:53,afternoon,weekday
3110,Fudge,12/13/2016 18:34,evening,weekday
3110,Jam,12/13/2016 18:34,evening,weekday
3110,Jam,12/13/2016 18:34,evening,weekday
3111,Bread,12/14/2016 8:43,morning,weekday
3112,Coffee,12/14/2016 8:43,morning,weekday
3113,Tea,12/14/2016 8:55,morning,weekday
3113,Coffee,12/14/2016 8:55,morning,weekday
3114,Coffee,12/14/2016 8:57,morning,weekday
3114,Tea,12/14/2016 8:57,morning,weekday
3114,Toast,12/14/2016 8:57,morning,weekday
3115,Coffee,12/14/2016 9:07,morning,weekday
3116,Bread,12/14/2016 9:08,morning,weekday
3117,Coffee,12/14/2016 9:10,morning,weekday
3118,Coffee,12/14/2016 9:14,morning,weekday
3119,Bread,12/14/2016 9:18,morning,weekday
3120,Bread,12/14/2016 9:25,morning,weekday
3121,Fudge,12/14/2016 9:39,morning,weekday
3122,Coffee,12/14/2016 10:28,morning,weekday
3123,Coffee,12/14/2016 10:32,morning,weekday
3123,Tea,12/14/2016 10:32,morning,weekday
3124,Coffee,12/14/2016 10:38,morning,weekday
3124,Coffee,12/14/2016 10:38,morning,weekday
3124,Farm House,12/14/2016 10:38,morning,weekday
3125,Medialuna,12/14/2016 10:49,morning,weekday
3125,Muffin,12/14/2016 10:49,morning,weekday
3125,Coffee,12/14/2016 10:49,morning,weekday
3125,Juice,12/14/2016 10:49,morning,weekday
3126,Coffee,12/14/2016 10:52,morning,weekday
3127,Coffee,12/14/2016 10:55,morning,weekday
3127,Bread,12/14/2016 10:55,morning,weekday
3127,Bread,12/14/2016 10:55,morning,weekday
3128,Coffee,12/14/2016 11:01,morning,weekday
3128,Coffee,12/14/2016 11:01,morning,weekday
3128,Bread,12/14/2016 11:01,morning,weekday
3128,Muffin,12/14/2016 11:01,morning,weekday
3129,Vegan mincepie,12/14/2016 11:11,morning,weekday
3129,Coffee,12/14/2016 11:11,morning,weekday
3129,Tea,12/14/2016 11:11,morning,weekday
3130,Alfajores,12/14/2016 11:15,morning,weekday
3130,Coffee,12/14/2016 11:15,morning,weekday
3131,Coffee,12/14/2016 11:18,morning,weekday
3131,Coffee,12/14/2016 11:18,morning,weekday
3131,Medialuna,12/14/2016 11:18,morning,weekday
3133,Bread,12/14/2016 11:33,morning,weekday
3133,Tea,12/14/2016 11:33,morning,weekday
3134,Coffee,12/14/2016 11:34,morning,weekday
3135,Coffee,12/14/2016 11:46,morning,weekday
3136,Bread,12/14/2016 11:53,morning,weekday
3136,Pastry,12/14/2016 11:53,morning,weekday
3137,Bread,12/14/2016 12:00,afternoon,weekday
3138,Farm House,12/14/2016 12:02,afternoon,weekday
3139,Bread,12/14/2016 12:11,afternoon,weekday
3139,Alfajores,12/14/2016 12:11,afternoon,weekday
3141,Coffee,12/14/2016 12:34,afternoon,weekday
3142,Jam,12/14/2016 12:38,afternoon,weekday
3143,Coffee,12/14/2016 12:40,afternoon,weekday
3144,Pastry,12/14/2016 12:41,afternoon,weekday
3145,Tea,12/14/2016 12:42,afternoon,weekday
3146,Coffee,12/14/2016 12:49,afternoon,weekday
3146,Coffee,12/14/2016 12:49,afternoon,weekday
3147,Coffee,12/14/2016 13:07,afternoon,weekday
3147,Toast,12/14/2016 13:07,afternoon,weekday
3148,Coffee,12/14/2016 13:08,afternoon,weekday
3149,Coke,12/14/2016 13:13,afternoon,weekday
3149,Truffles,12/14/2016 13:13,afternoon,weekday
3150,Sandwich,12/14/2016 13:14,afternoon,weekday
3150,Tea,12/14/2016 13:14,afternoon,weekday
3150,Coffee,12/14/2016 13:14,afternoon,weekday
3151,Tea,12/14/2016 13:16,afternoon,weekday
3152,Coke,12/14/2016 13:36,afternoon,weekday
3153,Bread,12/14/2016 13:59,afternoon,weekday
3153,Sandwich,12/14/2016 13:59,afternoon,weekday
3153,Bread,12/14/2016 13:59,afternoon,weekday
3154,Juice,12/14/2016 14:01,afternoon,weekday
3154,Bread,12/14/2016 14:01,afternoon,weekday
3154,Art Tray,12/14/2016 14:01,afternoon,weekday
3154,Toast,12/14/2016 14:01,afternoon,weekday
3155,Tea,12/14/2016 14:49,afternoon,weekday
3155,Bread,12/14/2016 14:49,afternoon,weekday
3156,Coffee,12/14/2016 15:13,afternoon,weekday
3156,Alfajores,12/14/2016 15:13,afternoon,weekday
3157,Hot chocolate,12/14/2016 15:18,afternoon,weekday
3157,Hot chocolate,12/14/2016 15:18,afternoon,weekday
3157,Toast,12/14/2016 15:18,afternoon,weekday
3157,Pastry,12/14/2016 15:18,afternoon,weekday
3158,Sandwich,12/14/2016 15:33,afternoon,weekday
3158,Tea,12/14/2016 15:33,afternoon,weekday
3158,Juice,12/14/2016 15:33,afternoon,weekday
3158,Vegan mincepie,12/14/2016 15:33,afternoon,weekday
3159,Bread,12/14/2016 15:34,afternoon,weekday
3160,Alfajores,12/14/2016 15:38,afternoon,weekday
3160,Muffin,12/14/2016 15:38,afternoon,weekday
3161,Coffee,12/14/2016 15:41,afternoon,weekday
3161,Jammie Dodgers,12/14/2016 15:41,afternoon,weekday
3162,Jammie Dodgers,12/14/2016 15:45,afternoon,weekday
3162,Bread,12/14/2016 15:45,afternoon,weekday
3163,Tea,12/14/2016 15:57,afternoon,weekday
3163,Coffee,12/14/2016 15:57,afternoon,weekday
3163,Jammie Dodgers,12/14/2016 15:57,afternoon,weekday
3163,Cake,12/14/2016 15:57,afternoon,weekday
3163,Bread,12/14/2016 15:57,afternoon,weekday
3164,Coffee,12/15/2016 8:45,morning,weekday
3164,Coffee,12/15/2016 8:45,morning,weekday
3165,Bread,12/15/2016 8:48,morning,weekday
3165,Pastry,12/15/2016 8:48,morning,weekday
3165,Medialuna,12/15/2016 8:48,morning,weekday
3166,Alfajores,12/15/2016 8:58,morning,weekday
3166,Pastry,12/15/2016 8:58,morning,weekday
3167,Medialuna,12/15/2016 9:08,morning,weekday
3167,Toast,12/15/2016 9:08,morning,weekday
3167,Coffee,12/15/2016 9:08,morning,weekday
3168,Bread,12/15/2016 9:15,morning,weekday
3168,Tea,12/15/2016 9:15,morning,weekday
3168,Pastry,12/15/2016 9:15,morning,weekday
3169,Bread,12/15/2016 9:25,morning,weekday
3170,Coffee,12/15/2016 9:31,morning,weekday
3171,Bread,12/15/2016 9:35,morning,weekday
3171,Hot chocolate,12/15/2016 9:35,morning,weekday
3172,Bread,12/15/2016 10:11,morning,weekday
3173,Pastry,12/15/2016 10:15,morning,weekday
3174,Coffee,12/15/2016 10:27,morning,weekday
3174,Coffee,12/15/2016 10:27,morning,weekday
3175,Bread,12/15/2016 10:31,morning,weekday
3176,Coffee,12/15/2016 10:49,morning,weekday
3176,Hot chocolate,12/15/2016 10:49,morning,weekday
3177,Farm House,12/15/2016 10:50,morning,weekday
3178,Coffee,12/15/2016 10:54,morning,weekday
3179,Coffee,12/15/2016 11:00,morning,weekday
3179,Coffee,12/15/2016 11:00,morning,weekday
3180,Coffee,12/15/2016 11:03,morning,weekday
3181,Dulce de Leche,12/15/2016 11:04,morning,weekday
3182,Pastry,12/15/2016 11:24,morning,weekday
3182,Farm House,12/15/2016 11:24,morning,weekday
3183,Bread,12/15/2016 11:26,morning,weekday
3183,Vegan mincepie,12/15/2016 11:26,morning,weekday
3183,Bread,12/15/2016 11:26,morning,weekday
3184,Bread,12/15/2016 11:28,morning,weekday
3185,Coffee,12/15/2016 11:40,morning,weekday
3185,Hot chocolate,12/15/2016 11:40,morning,weekday
3185,Pastry,12/15/2016 11:40,morning,weekday
3186,Coffee,12/15/2016 12:04,afternoon,weekday
3186,Vegan mincepie,12/15/2016 12:04,afternoon,weekday
3186,Pastry,12/15/2016 12:04,afternoon,weekday
3187,Bread,12/15/2016 12:09,afternoon,weekday
3188,Bread,12/15/2016 12:30,afternoon,weekday
3188,Bread,12/15/2016 12:30,afternoon,weekday
3189,Coffee,12/15/2016 12:32,afternoon,weekday
3189,Hot chocolate,12/15/2016 12:32,afternoon,weekday
3190,Bread,12/15/2016 12:33,afternoon,weekday
3190,Sandwich,12/15/2016 12:33,afternoon,weekday
3190,Coffee,12/15/2016 12:33,afternoon,weekday
3191,Bread,12/15/2016 12:54,afternoon,weekday
3192,Coffee,12/15/2016 12:58,afternoon,weekday
3192,Coffee,12/15/2016 12:58,afternoon,weekday
3192,Hot chocolate,12/15/2016 12:58,afternoon,weekday
3193,Coffee,12/15/2016 13:00,afternoon,weekday
3194,Coffee,12/15/2016 13:00,afternoon,weekday
3195,Sandwich,12/15/2016 13:04,afternoon,weekday
3195,Coke,12/15/2016 13:04,afternoon,weekday
3196,Coffee,12/15/2016 13:13,afternoon,weekday
3197,Coffee,12/15/2016 13:23,afternoon,weekday
3197,Bread,12/15/2016 13:23,afternoon,weekday
3198,Bread,12/15/2016 13:25,afternoon,weekday
3199,Coffee,12/15/2016 13:54,afternoon,weekday
3200,Coffee,12/15/2016 13:55,afternoon,weekday
3200,Coffee,12/15/2016 13:55,afternoon,weekday
3201,Coffee,12/15/2016 13:58,afternoon,weekday
3201,Fudge,12/15/2016 13:58,afternoon,weekday
3202,Coffee,12/15/2016 14:02,afternoon,weekday
3202,Sandwich,12/15/2016 14:02,afternoon,weekday
3202,Tea,12/15/2016 14:02,afternoon,weekday
3202,Bread,12/15/2016 14:02,afternoon,weekday
3203,Coffee,12/15/2016 14:20,afternoon,weekday
3203,Coffee,12/15/2016 14:20,afternoon,weekday
3203,Sandwich,12/15/2016 14:20,afternoon,weekday
3204,Bread,12/15/2016 14:31,afternoon,weekday
3205,Bread,12/15/2016 14:32,afternoon,weekday
3205,Coffee,12/15/2016 14:32,afternoon,weekday
3206,Coffee,12/15/2016 14:47,afternoon,weekday
3206,Coffee,12/15/2016 14:47,afternoon,weekday
3206,Hot chocolate,12/15/2016 14:47,afternoon,weekday
3207,Fudge,12/15/2016 14:58,afternoon,weekday
3208,Coffee,12/15/2016 15:25,afternoon,weekday
3209,Coffee,12/15/2016 15:36,afternoon,weekday
3209,Bread,12/15/2016 15:36,afternoon,weekday
3210,Bread,12/15/2016 15:50,afternoon,weekday
3210,Bread,12/15/2016 15:50,afternoon,weekday
3211,Cookies,12/15/2016 16:15,afternoon,weekday
3212,Bread,12/15/2016 16:21,afternoon,weekday
3213,Coffee,12/15/2016 16:44,afternoon,weekday
3213,Bread,12/15/2016 16:44,afternoon,weekday
3213,Bread,12/15/2016 16:44,afternoon,weekday
3213,Alfajores,12/15/2016 16:44,afternoon,weekday
3214,Tea,12/15/2016 16:49,afternoon,weekday
3215,Bare Popcorn,12/15/2016 17:28,evening,weekday
3215,Ella's Kitchen Pouches,12/15/2016 17:28,evening,weekday
3216,Farm House,12/15/2016 18:41,evening,weekday
3217,Bread,12/15/2016 18:43,evening,weekday
3217,Fudge,12/15/2016 18:43,evening,weekday
3217,Pastry,12/15/2016 18:43,evening,weekday
3218,Hot chocolate,12/15/2016 19:03,evening,weekday
3219,Tea,12/15/2016 19:04,evening,weekday
3219,Vegan mincepie,12/15/2016 19:04,evening,weekday
3219,Jammie Dodgers,12/15/2016 19:04,evening,weekday
3219,Coffee,12/15/2016 19:04,evening,weekday
3219,Medialuna,12/15/2016 19:04,evening,weekday
3220,Coffee,12/15/2016 19:05,evening,weekday
3221,Hot chocolate,12/15/2016 19:17,evening,weekday
3221,Coffee,12/15/2016 19:17,evening,weekday
3222,Bread,12/15/2016 19:25,evening,weekday
3223,Vegan mincepie,12/15/2016 20:11,evening,weekday
3224,Medialuna,12/16/2016 8:16,morning,weekday
3224,Dulce de Leche,12/16/2016 8:16,morning,weekday
3225,Muesli,12/16/2016 8:55,morning,weekday
3226,Muesli,12/16/2016 8:56,morning,weekday
3227,Coffee,12/16/2016 9:01,morning,weekday
3227,Jam,12/16/2016 9:01,morning,weekday
3227,Jam,12/16/2016 9:01,morning,weekday
3228,Bread,12/16/2016 9:12,morning,weekday
3228,Toast,12/16/2016 9:12,morning,weekday
3229,Bread,12/16/2016 9:13,morning,weekday
3229,Toast,12/16/2016 9:13,morning,weekday
3230,Coffee,12/16/2016 9:16,morning,weekday
3231,Jammie Dodgers,12/16/2016 9:19,morning,weekday
3231,Vegan mincepie,12/16/2016 9:19,morning,weekday
3232,Coffee,12/16/2016 9:37,morning,weekday
3233,Bread,12/16/2016 9:38,morning,weekday
3234,Coffee,12/16/2016 9:39,morning,weekday
3234,Coffee,12/16/2016 9:39,morning,weekday
3234,Bread,12/16/2016 9:39,morning,weekday
3235,Tea,12/16/2016 9:41,morning,weekday
3236,Coffee,12/16/2016 9:43,morning,weekday
3237,Coffee,12/16/2016 9:47,morning,weekday
3237,Coffee,12/16/2016 9:47,morning,weekday
3237,Juice,12/16/2016 9:47,morning,weekday
3237,Farm House,12/16/2016 9:47,morning,weekday
3238,Coffee,12/16/2016 9:53,morning,weekday
3238,Pastry,12/16/2016 9:53,morning,weekday
3239,Bread,12/16/2016 9:55,morning,weekday
3240,Coffee,12/16/2016 10:07,morning,weekday
3241,Coffee,12/16/2016 10:07,morning,weekday
3242,Coffee,12/16/2016 10:08,morning,weekday
3243,Tea,12/16/2016 10:09,morning,weekday
3243,Pastry,12/16/2016 10:09,morning,weekday
3244,Cookies,12/16/2016 10:23,morning,weekday
3244,Coffee,12/16/2016 10:23,morning,weekday
3244,Coffee,12/16/2016 10:23,morning,weekday
3244,Toast,12/16/2016 10:23,morning,weekday
3245,Pastry,12/16/2016 10:24,morning,weekday
3245,Tea,12/16/2016 10:24,morning,weekday
3246,Tea,12/16/2016 10:27,morning,weekday
3246,Coffee,12/16/2016 10:27,morning,weekday
3246,Coffee,12/16/2016 10:27,morning,weekday
3246,Toast,12/16/2016 10:27,morning,weekday
3247,Bread,12/16/2016 10:28,morning,weekday
3248,Bread,12/16/2016 10:48,morning,weekday
3249,Coffee,12/16/2016 10:55,morning,weekday
3250,Coffee,12/16/2016 10:58,morning,weekday
3250,Coffee,12/16/2016 10:58,morning,weekday
3251,Pastry,12/16/2016 11:07,morning,weekday
3252,Bread,12/16/2016 11:08,morning,weekday
3253,Scandinavian,12/16/2016 11:16,morning,weekday
3253,Coffee,12/16/2016 11:16,morning,weekday
3253,Alfajores,12/16/2016 11:16,morning,weekday
3255,Truffles,12/16/2016 11:38,morning,weekday
3255,Ella's Kitchen Pouches,12/16/2016 11:38,morning,weekday
3255,Bread,12/16/2016 11:38,morning,weekday
3256,Tea,12/16/2016 11:40,morning,weekday
3256,Fudge,12/16/2016 11:40,morning,weekday
3256,Fudge,12/16/2016 11:40,morning,weekday
3256,Jam,12/16/2016 11:40,morning,weekday
3256,Juice,12/16/2016 11:40,morning,weekday
3256,Ella's Kitchen Pouches,12/16/2016 11:40,morning,weekday
3257,Cake,12/16/2016 11:41,morning,weekday
3258,Bread,12/16/2016 11:43,morning,weekday
3258,Cookies,12/16/2016 11:43,morning,weekday
3259,Coffee,12/16/2016 11:57,morning,weekday
3259,Cake,12/16/2016 11:57,morning,weekday
3260,Coffee,12/16/2016 12:02,afternoon,weekday
3260,Tea,12/16/2016 12:02,afternoon,weekday
3260,Toast,12/16/2016 12:02,afternoon,weekday
3261,Truffles,12/16/2016 12:24,afternoon,weekday
3262,Bread,12/16/2016 12:38,afternoon,weekday
3263,Coffee,12/16/2016 12:40,afternoon,weekday
3264,Bread,12/16/2016 12:41,afternoon,weekday
3265,Bread,12/16/2016 12:42,afternoon,weekday
3266,Truffles,12/16/2016 12:44,afternoon,weekday
3267,Toast,12/16/2016 12:51,afternoon,weekday
3267,Bread,12/16/2016 12:51,afternoon,weekday
3267,Tea,12/16/2016 12:51,afternoon,weekday
3267,Cookies,12/16/2016 12:51,afternoon,weekday
3268,Sandwich,12/16/2016 12:57,afternoon,weekday
3268,Coffee,12/16/2016 12:57,afternoon,weekday
3268,Coffee,12/16/2016 12:57,afternoon,weekday
3270,Bread,12/16/2016 13:01,afternoon,weekday
3270,Sandwich,12/16/2016 13:01,afternoon,weekday
